datasetid,splitid,modelname,k,n_test,n_clean,n_imputed,residual_alerts_total,residual_alerts_clean,residual_alerts_imputed,residual_alert_rate_total,residual_alert_rate_clean,residual_alert_rate_imputed,residual_ratio_alerts_imputed_to_clean,raw_alerts_total,raw_alerts_clean,raw_alerts_imputed,raw_alert_rate_total,raw_alert_rate_clean,raw_alert_rate_imputed,raw_ratio_alerts_imputed_to_clean,residual_over_raw_rate_clean
B2,roll_01,persistence,3,167,156,11,40,40,0,0.23952095808383234,0.2564102564102564,0.0,0.0,6,6,0,0.03592814371257485,0.038461538461538464,0.0,0.0,6.666666666666666
B2,roll_01,persistence,4,167,156,11,27,27,0,0.16167664670658682,0.17307692307692307,0.0,0.0,3,3,0,0.017964071856287425,0.019230769230769232,0.0,0.0,9.0
B2,roll_01,persistence,5,167,156,11,11,11,0,0.0658682634730539,0.07051282051282051,0.0,0.0,1,1,0,0.005988023952095809,0.00641025641025641,0.0,0.0,11.0
B2,roll_01,persistence,6,167,156,11,5,5,0,0.029940119760479042,0.03205128205128205,0.0,0.0,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_01,persistence,7,167,156,11,1,1,0,0.005988023952095809,0.00641025641025641,0.0,0.0,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_01,persistence,8,167,156,11,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_01,persistence,9,167,156,11,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_01,persistence,10,167,156,11,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_01,persistence,11,167,156,11,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_01,persistence,12,167,156,11,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_01,persistence,13,167,156,11,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_01,persistence,14,167,156,11,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_01,persistence,15,167,156,11,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_01,rf,3,167,156,11,3,3,0,0.017964071856287425,0.019230769230769232,0.0,0.0,8,8,0,0.04790419161676647,0.05128205128205128,0.0,0.0,0.37500000000000006
B2,roll_01,rf,4,167,156,11,0,0,0,0.0,0.0,0.0,inf,4,4,0,0.023952095808383235,0.02564102564102564,0.0,0.0,0.0
B2,roll_01,rf,5,167,156,11,0,0,0,0.0,0.0,0.0,inf,3,3,0,0.017964071856287425,0.019230769230769232,0.0,0.0,0.0
B2,roll_01,rf,6,167,156,11,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_01,rf,7,167,156,11,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_01,rf,8,167,156,11,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_01,rf,9,167,156,11,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_01,rf,10,167,156,11,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_01,rf,11,167,156,11,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_01,rf,12,167,156,11,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_01,rf,13,167,156,11,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_01,rf,14,167,156,11,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_01,rf,15,167,156,11,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_02,mlr,3,167,153,14,13,13,0,0.07784431137724551,0.08496732026143791,0.0,0.0,1,1,0,0.005988023952095809,0.006535947712418301,0.0,0.0,13.0
B2,roll_02,mlr,4,167,153,14,6,6,0,0.03592814371257485,0.0392156862745098,0.0,0.0,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_02,mlr,5,167,153,14,3,3,0,0.017964071856287425,0.0196078431372549,0.0,0.0,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_02,mlr,6,167,153,14,1,1,0,0.005988023952095809,0.006535947712418301,0.0,0.0,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_02,mlr,7,167,153,14,1,1,0,0.005988023952095809,0.006535947712418301,0.0,0.0,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_02,mlr,8,167,153,14,1,1,0,0.005988023952095809,0.006535947712418301,0.0,0.0,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_02,mlr,9,167,153,14,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_02,mlr,10,167,153,14,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_02,mlr,11,167,153,14,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_02,mlr,12,167,153,14,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_02,mlr,13,167,153,14,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_02,mlr,14,167,153,14,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_02,mlr,15,167,153,14,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_02,persistence,3,167,153,14,34,34,0,0.20359281437125748,0.2222222222222222,0.0,0.0,1,1,0,0.005988023952095809,0.006535947712418301,0.0,0.0,34.0
B2,roll_02,persistence,4,167,153,14,20,20,0,0.11976047904191617,0.13071895424836602,0.0,0.0,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_02,persistence,5,167,153,14,11,11,0,0.0658682634730539,0.0718954248366013,0.0,0.0,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_02,persistence,6,167,153,14,6,6,0,0.03592814371257485,0.0392156862745098,0.0,0.0,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_02,persistence,7,167,153,14,4,4,0,0.023952095808383235,0.026143790849673203,0.0,0.0,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_02,persistence,8,167,153,14,2,2,0,0.011976047904191617,0.013071895424836602,0.0,0.0,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_02,persistence,9,167,153,14,2,2,0,0.011976047904191617,0.013071895424836602,0.0,0.0,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_02,persistence,10,167,153,14,2,2,0,0.011976047904191617,0.013071895424836602,0.0,0.0,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_02,persistence,11,167,153,14,1,1,0,0.005988023952095809,0.006535947712418301,0.0,0.0,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_02,persistence,12,167,153,14,1,1,0,0.005988023952095809,0.006535947712418301,0.0,0.0,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_02,persistence,13,167,153,14,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_02,persistence,14,167,153,14,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_02,persistence,15,167,153,14,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_02,rf,3,167,153,14,8,8,0,0.04790419161676647,0.05228758169934641,0.0,0.0,1,1,0,0.005988023952095809,0.006535947712418301,0.0,0.0,8.0
B2,roll_02,rf,4,167,153,14,2,2,0,0.011976047904191617,0.013071895424836602,0.0,0.0,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_02,rf,5,167,153,14,1,1,0,0.005988023952095809,0.006535947712418301,0.0,0.0,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_02,rf,6,167,153,14,1,1,0,0.005988023952095809,0.006535947712418301,0.0,0.0,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_02,rf,7,167,153,14,1,1,0,0.005988023952095809,0.006535947712418301,0.0,0.0,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_02,rf,8,167,153,14,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_02,rf,9,167,153,14,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_02,rf,10,167,153,14,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_02,rf,11,167,153,14,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_02,rf,12,167,153,14,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_02,rf,13,167,153,14,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_02,rf,14,167,153,14,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_02,rf,15,167,153,14,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_03,mlr,3,167,147,20,16,16,0,0.09580838323353294,0.10884353741496598,0.0,0.0,11,11,0,0.0658682634730539,0.07482993197278912,0.0,0.0,1.4545454545454546
B2,roll_03,mlr,4,167,147,20,5,5,0,0.029940119760479042,0.034013605442176874,0.0,0.0,3,3,0,0.017964071856287425,0.02040816326530612,0.0,0.0,1.666666666666667
B2,roll_03,mlr,5,167,147,20,2,2,0,0.011976047904191617,0.013605442176870748,0.0,0.0,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_03,mlr,6,167,147,20,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_03,mlr,7,167,147,20,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_03,mlr,8,167,147,20,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_03,mlr,9,167,147,20,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_03,mlr,10,167,147,20,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_03,mlr,11,167,147,20,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_03,mlr,12,167,147,20,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_03,mlr,13,167,147,20,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_03,mlr,14,167,147,20,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_03,mlr,15,167,147,20,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_03,persistence,3,167,147,20,30,29,1,0.17964071856287425,0.19727891156462585,0.05,0.253448275862069,10,10,0,0.059880239520958084,0.06802721088435375,0.0,0.0,2.9
B2,roll_03,persistence,4,167,147,20,19,19,0,0.11377245508982035,0.1292517006802721,0.0,0.0,3,3,0,0.017964071856287425,0.02040816326530612,0.0,0.0,6.333333333333334
B2,roll_03,persistence,5,167,147,20,9,9,0,0.05389221556886228,0.061224489795918366,0.0,0.0,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_03,persistence,6,167,147,20,6,6,0,0.03592814371257485,0.04081632653061224,0.0,0.0,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_03,persistence,7,167,147,20,1,1,0,0.005988023952095809,0.006802721088435374,0.0,0.0,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_03,persistence,8,167,147,20,1,1,0,0.005988023952095809,0.006802721088435374,0.0,0.0,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_03,persistence,9,167,147,20,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_03,persistence,10,167,147,20,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_03,persistence,11,167,147,20,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_03,persistence,12,167,147,20,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_03,persistence,13,167,147,20,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_03,persistence,14,167,147,20,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_03,persistence,15,167,147,20,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_03,rf,3,167,147,20,11,11,0,0.0658682634730539,0.07482993197278912,0.0,0.0,11,11,0,0.0658682634730539,0.07482993197278912,0.0,0.0,1.0
B2,roll_03,rf,4,167,147,20,4,4,0,0.023952095808383235,0.027210884353741496,0.0,0.0,3,3,0,0.017964071856287425,0.02040816326530612,0.0,0.0,1.3333333333333335
B2,roll_03,rf,5,167,147,20,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_03,rf,6,167,147,20,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_03,rf,7,167,147,20,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_03,rf,8,167,147,20,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_03,rf,9,167,147,20,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_03,rf,10,167,147,20,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_03,rf,11,167,147,20,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_03,rf,12,167,147,20,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_03,rf,13,167,147,20,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_03,rf,14,167,147,20,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_03,rf,15,167,147,20,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_04,mlr,3,150,122,28,7,7,0,0.04666666666666667,0.05737704918032787,0.0,0.0,7,7,0,0.04666666666666667,0.05737704918032787,0.0,0.0,1.0
B2,roll_04,mlr,4,150,122,28,5,5,0,0.03333333333333333,0.040983606557377046,0.0,0.0,2,2,0,0.013333333333333334,0.01639344262295082,0.0,0.0,2.4999999999999996
B2,roll_04,mlr,5,150,122,28,2,2,0,0.013333333333333334,0.01639344262295082,0.0,0.0,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_04,mlr,6,150,122,28,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_04,mlr,7,150,122,28,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_04,mlr,8,150,122,28,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_04,mlr,9,150,122,28,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_04,mlr,10,150,122,28,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_04,mlr,11,150,122,28,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_04,mlr,12,150,122,28,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_04,mlr,13,150,122,28,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_04,mlr,14,150,122,28,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_04,mlr,15,150,122,28,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_04,persistence,3,150,122,28,23,21,2,0.15333333333333332,0.1721311475409836,0.07142857142857142,0.4149659863945578,7,7,0,0.04666666666666667,0.05737704918032787,0.0,0.0,3.0
B2,roll_04,persistence,4,150,122,28,9,9,0,0.06,0.07377049180327869,0.0,0.0,2,2,0,0.013333333333333334,0.01639344262295082,0.0,0.0,4.5
B2,roll_04,persistence,5,150,122,28,5,5,0,0.03333333333333333,0.040983606557377046,0.0,0.0,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_04,persistence,6,150,122,28,4,4,0,0.02666666666666667,0.03278688524590164,0.0,0.0,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_04,persistence,7,150,122,28,1,1,0,0.006666666666666667,0.00819672131147541,0.0,0.0,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_04,persistence,8,150,122,28,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_04,persistence,9,150,122,28,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_04,persistence,10,150,122,28,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_04,persistence,11,150,122,28,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_04,persistence,12,150,122,28,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_04,persistence,13,150,122,28,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_04,persistence,14,150,122,28,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_04,persistence,15,150,122,28,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_04,rf,3,150,122,28,6,6,0,0.04,0.04918032786885246,0.0,0.0,7,7,0,0.04666666666666667,0.05737704918032787,0.0,0.0,0.8571428571428571
B2,roll_04,rf,4,150,122,28,5,5,0,0.03333333333333333,0.040983606557377046,0.0,0.0,2,2,0,0.013333333333333334,0.01639344262295082,0.0,0.0,2.4999999999999996
B2,roll_04,rf,5,150,122,28,2,2,0,0.013333333333333334,0.01639344262295082,0.0,0.0,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_04,rf,6,150,122,28,1,1,0,0.006666666666666667,0.00819672131147541,0.0,0.0,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_04,rf,7,150,122,28,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_04,rf,8,150,122,28,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_04,rf,9,150,122,28,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_04,rf,10,150,122,28,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_04,rf,11,150,122,28,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_04,rf,12,150,122,28,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_04,rf,13,150,122,28,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_04,rf,14,150,122,28,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B2,roll_04,rf,15,150,122,28,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_01,mlr,3,167,156,11,8,8,0,0.04790419161676647,0.05128205128205128,0.0,0.0,8,8,0,0.04790419161676647,0.05128205128205128,0.0,0.0,1.0
B3,roll_01,mlr,4,167,156,11,1,1,0,0.005988023952095809,0.00641025641025641,0.0,0.0,4,4,0,0.023952095808383235,0.02564102564102564,0.0,0.0,0.25
B3,roll_01,mlr,5,167,156,11,0,0,0,0.0,0.0,0.0,inf,3,3,0,0.017964071856287425,0.019230769230769232,0.0,0.0,0.0
B3,roll_01,mlr,6,167,156,11,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_01,mlr,7,167,156,11,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_01,mlr,8,167,156,11,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_01,mlr,9,167,156,11,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_01,mlr,10,167,156,11,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_01,mlr,11,167,156,11,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_01,mlr,12,167,156,11,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_01,mlr,13,167,156,11,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_01,mlr,14,167,156,11,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_01,mlr,15,167,156,11,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_01,persistence,3,167,156,11,40,40,0,0.23952095808383234,0.2564102564102564,0.0,0.0,6,6,0,0.03592814371257485,0.038461538461538464,0.0,0.0,6.666666666666666
B3,roll_01,persistence,4,167,156,11,27,27,0,0.16167664670658682,0.17307692307692307,0.0,0.0,3,3,0,0.017964071856287425,0.019230769230769232,0.0,0.0,9.0
B3,roll_01,persistence,5,167,156,11,11,11,0,0.0658682634730539,0.07051282051282051,0.0,0.0,1,1,0,0.005988023952095809,0.00641025641025641,0.0,0.0,11.0
B3,roll_01,persistence,6,167,156,11,5,5,0,0.029940119760479042,0.03205128205128205,0.0,0.0,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_01,persistence,7,167,156,11,1,1,0,0.005988023952095809,0.00641025641025641,0.0,0.0,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_01,persistence,8,167,156,11,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_01,persistence,9,167,156,11,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_01,persistence,10,167,156,11,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_01,persistence,11,167,156,11,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_01,persistence,12,167,156,11,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_01,persistence,13,167,156,11,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_01,persistence,14,167,156,11,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_01,persistence,15,167,156,11,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_01,rf,3,167,156,11,4,4,0,0.023952095808383235,0.02564102564102564,0.0,0.0,8,8,0,0.04790419161676647,0.05128205128205128,0.0,0.0,0.5
B3,roll_01,rf,4,167,156,11,0,0,0,0.0,0.0,0.0,inf,4,4,0,0.023952095808383235,0.02564102564102564,0.0,0.0,0.0
B3,roll_01,rf,5,167,156,11,0,0,0,0.0,0.0,0.0,inf,3,3,0,0.017964071856287425,0.019230769230769232,0.0,0.0,0.0
B3,roll_01,rf,6,167,156,11,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_01,rf,7,167,156,11,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_01,rf,8,167,156,11,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_01,rf,9,167,156,11,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_01,rf,10,167,156,11,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_01,rf,11,167,156,11,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_01,rf,12,167,156,11,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_01,rf,13,167,156,11,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_01,rf,14,167,156,11,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_01,rf,15,167,156,11,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_02,mlr,3,167,153,14,9,9,0,0.05389221556886228,0.058823529411764705,0.0,0.0,1,1,0,0.005988023952095809,0.006535947712418301,0.0,0.0,9.0
B3,roll_02,mlr,4,167,153,14,2,2,0,0.011976047904191617,0.013071895424836602,0.0,0.0,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_02,mlr,5,167,153,14,1,1,0,0.005988023952095809,0.006535947712418301,0.0,0.0,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_02,mlr,6,167,153,14,1,1,0,0.005988023952095809,0.006535947712418301,0.0,0.0,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_02,mlr,7,167,153,14,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_02,mlr,8,167,153,14,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_02,mlr,9,167,153,14,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_02,mlr,10,167,153,14,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_02,mlr,11,167,153,14,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_02,mlr,12,167,153,14,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_02,mlr,13,167,153,14,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_02,mlr,14,167,153,14,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
B3,roll_02,mlr,15,167,153,14,0,0,0,0.0,0.0,0.0,inf,0,0,0,0.0,0.0,0.0,inf,inf
