split_id,ts_target_utc,y_true_t_plus_1,z_raw,flag_demand_imputed,K,label_hour,event_id
roll_01,2026-01-13 06:00:00+00:00,2099.6764230465,1.8273742690536097,0,15,0,
roll_01,2026-01-13 07:00:00+00:00,1798.5318447581387,1.3389128810938828,0,15,0,
roll_01,2026-01-13 08:00:00+00:00,1792.85737564,1.3297088001931583,0,15,0,
roll_01,2026-01-13 09:00:00+00:00,1704.9205994411388,1.1870739236201218,0,15,0,
roll_01,2026-01-13 10:00:00+00:00,1712.5081979704166,1.199381131440225,0,15,0,
roll_01,2026-01-13 11:00:00+00:00,1729.1863273721667,1.2264333277057342,0,15,0,
roll_01,2026-01-13 12:00:00+00:00,1776.8351252307775,1.3037204502862474,0,15,0,
roll_01,2026-01-13 13:00:00+00:00,1850.1251705731663,1.4225980919660348,0,15,0,
roll_01,2026-01-13 14:00:00+00:00,2103.8606620909723,1.8341611726161275,0,15,0,
roll_01,2026-01-13 15:00:00+00:00,1367.69234237475,0.6400842237153901,0,15,0,
roll_01,2026-01-13 16:00:00+00:00,2518.591872478111,2.506861919238696,0,15,0,
roll_01,2026-01-13 17:00:00+00:00,2818.4871972926667,2.9932969978117585,0,15,0,
roll_01,2026-01-13 18:00:00+00:00,1383.2154217488053,0.6652629101109973,0,15,0,
roll_01,2026-01-13 19:00:00+00:00,962.6741752021112,0.0168618093512053,0,15,0,
roll_01,2026-01-13 20:00:00+00:00,2371.2932299861945,2.267941133199209,0,15,0,
roll_01,2026-01-13 21:00:00+00:00,813.2224330626667,0.2592749579237479,0,15,0,
roll_01,2026-01-13 22:00:00+00:00,1323.4556494799722,0.5683315907012214,0,15,0,
roll_01,2026-01-13 23:00:00+00:00,690.983777113111,0.4575480395339942,0,15,0,
roll_01,2026-01-14 00:00:00+00:00,373.91198171711113,0.9718436318448396,0,15,0,
roll_01,2026-01-14 01:00:00+00:00,370.08383153427775,0.9780529535010792,0,15,0,
roll_01,2026-01-14 02:00:00+00:00,363.9680898908056,0.9879727855915412,0,15,0,
roll_01,2026-01-14 03:00:00+00:00,367.8678755790834,0.9816472699841589,0,15,0,
roll_01,2026-01-14 04:00:00+00:00,1021.3973762487502,0.0783881747318982,0,15,0,
roll_01,2026-01-14 05:00:00+00:00,2059.780215135472,1.7626619730484332,0,15,0,
roll_01,2026-01-14 06:00:00+00:00,1951.7951114496389,1.5875083842800188,0,15,0,
roll_01,2026-01-14 07:00:00+00:00,1687.1433126186946,1.1582388761993632,0,15,0,
roll_01,2026-01-14 08:00:00+00:00,1700.1424731680556,1.179323725345052,0,15,0,
roll_01,2026-01-14 09:00:00+00:00,1616.381493539,1.0434620585037595,0,15,0,
roll_01,2026-01-14 10:00:00+00:00,1771.2370990303614,1.2946403610373156,0,15,0,
roll_01,2026-01-14 11:00:00+00:00,1698.523145841389,1.1766971501696313,0,15,0,
roll_01,2026-01-14 12:00:00+00:00,986.6906551339166,0.0220933104390086,0,15,0,
roll_01,2026-01-14 13:00:00+00:00,1215.6235662438055,0.3934262035828427,0,15,0,
roll_01,2026-01-14 14:00:00+00:00,1567.194707997861,0.9636802949692485,0,15,0,
roll_01,2026-01-14 15:00:00+00:00,1578.744458172111,0.982414176989532,0,15,0,
roll_01,2026-01-14 16:00:00+00:00,1624.9310390754445,1.0573295599639974,0,15,0,
roll_01,2026-01-14 17:00:00+00:00,1793.6743844524724,1.3310340017318474,0,15,0,
roll_01,2026-01-14 18:00:00+00:00,1048.612189175861,0.1225310424899614,0,15,0,
roll_01,2026-01-14 19:00:00+00:00,1797.1453520931666,1.3366639675143073,0,15,0,
roll_01,2026-01-14 20:00:00+00:00,741.7054459836112,0.3752766703566474,0,15,0,
roll_01,2026-01-14 21:00:00+00:00,554.3527368332501,0.6791658018487325,0,15,0,
roll_01,2026-01-14 22:00:00+00:00,374.6190320515,0.9706967847401832,0,15,0,
roll_01,2026-01-14 23:00:00+00:00,391.3148025667222,0.9436159743026348,0,15,0,
roll_01,2026-01-15 00:00:00+00:00,367.0031919465834,0.9830498008538084,0,15,0,
roll_01,2026-01-15 01:00:00+00:00,371.0505770755,0.9764848765609156,0,15,0,
roll_01,2026-01-15 02:00:00+00:00,364.3398802528056,0.987369735597134,0,15,0,
roll_01,2026-01-15 03:00:00+00:00,373.5574161077223,0.972418743011274,0,15,0,
roll_01,2026-01-15 04:00:00+00:00,1052.1522978683056,0.1282731561792339,0,15,0,
roll_01,2026-01-15 05:00:00+00:00,2039.245831840444,1.729354870452742,0,15,0,
roll_01,2026-01-15 06:00:00+00:00,2008.2256900938053,1.6790396976596869,0,15,0,
roll_01,2026-01-15 07:00:00+00:00,1864.800559224361,1.4464018102669065,0,15,0,
roll_01,2026-01-15 08:00:00+00:00,1891.1646381102776,1.4891647736185607,0,15,0,
roll_01,2026-01-15 09:00:00+00:00,1853.015352479528,1.427286013872056,0,15,0,
roll_01,2026-01-15 10:00:00+00:00,1753.4225527633614,1.2657448781934597,0,15,0,
roll_01,2026-01-15 11:00:00+00:00,1683.7846975026666,1.152791148033304,0,15,0,
roll_01,2026-01-15 12:00:00+00:00,662.9256880891389,0.5030587147918548,0,15,0,
roll_01,2026-01-15 13:00:00+00:00,1670.502586263833,1.131247348282263,0,15,0,
roll_01,2026-01-15 14:00:00+00:00,1481.236402503917,0.8242545299533722,0,15,0,
roll_01,2026-01-15 15:00:00+00:00,885.3972389852223,0.1422062526625251,0,15,0,
roll_01,2026-01-15 16:00:00+00:00,1797.5373261431112,1.3372997557777666,0,15,0,
roll_01,2026-01-15 17:00:00+00:00,1346.1776368881667,0.605187022632599,0,15,0,
roll_01,2026-01-15 18:00:00+00:00,2386.9593965361114,2.293351909313708,0,15,0,
roll_01,2026-01-15 19:00:00+00:00,1666.5948316020276,1.1249089068706304,0,15,0,
roll_01,2026-01-15 20:00:00+00:00,1076.4033323202225,0.1676087272035265,0,15,0,
roll_01,2026-01-15 21:00:00+00:00,1005.1173250451112,0.0519816677571311,0,15,0,
roll_01,2026-01-15 22:00:00+00:00,480.00597344519446,0.7997574573294733,0,15,0,
roll_01,2026-01-15 23:00:00+00:00,479.6300936403031,0.800367140466546,0,15,0,
roll_01,2026-01-16 00:00:00+00:00,436.11526816900937,0.87094889281734,0,15,0,
roll_01,2026-01-16 01:00:00+00:00,363.3156685093611,0.9890310236489098,0,15,0,
roll_01,2026-01-16 02:00:00+00:00,402.5595977328056,0.925376734249346,0,15,0,
roll_01,2026-01-16 03:00:00+00:00,399.17939954838886,0.9308594705022236,0,15,0,
roll_01,2026-01-16 04:00:00+00:00,1076.4506056084722,0.1676854052434338,0,15,0,
roll_01,2026-01-16 05:00:00+00:00,2002.717169422556,1.670104787830074,0,15,0,
roll_01,2026-01-16 06:00:00+00:00,2477.7992105114445,2.440695560222496,0,15,0,
roll_01,2026-01-16 07:00:00+00:00,2372.8508934692777,2.27046768862068,0,15,0,
roll_01,2026-01-16 08:00:00+00:00,1713.0605896702225,1.2002771197323543,0,15,0,
roll_01,2026-01-16 09:00:00+00:00,1442.9932598915832,0.7622235326611847,0,15,0,
roll_01,2026-01-16 10:00:00+00:00,1623.9131629396943,1.0556785483706106,0,15,0,
roll_01,2026-01-16 11:00:00+00:00,490.20504058097225,0.7832144050940582,0,15,0,
roll_01,2026-01-16 12:00:00+00:00,1595.4900083538612,1.0095757308531867,0,15,0,
roll_01,2026-01-16 13:00:00+00:00,701.5758242305001,0.4403675673976488,0,15,0,
roll_01,2026-01-16 14:00:00+00:00,1952.1323181944445,1.5880553390866878,0,15,0,
roll_01,2026-01-16 15:00:00+00:00,573.8755752583612,0.6474994414306084,0,15,0,
roll_01,2026-01-16 16:00:00+00:00,1748.7442167502777,1.2581565413378493,0,15,0,
roll_01,2026-01-16 17:00:00+00:00,1779.3662909536945,1.3078260421225651,0,15,0,
roll_01,2026-01-16 18:00:00+00:00,1926.1523590546667,1.5459154241903907,0,15,0,
roll_01,2026-01-16 19:00:00+00:00,3573.4096695315,4.217793486135289,0,15,0,
roll_01,2026-01-16 20:00:00+00:00,2754.500442691028,2.88950944453286,0,15,0,
roll_01,2026-01-16 21:00:00+00:00,2483.442940576528,2.449849781880842,0,15,0,
roll_01,2026-01-16 22:00:00+00:00,2471.681181403111,2.430772017826946,0,15,0,
roll_01,2026-01-16 23:00:00+00:00,2428.759211638084,2.361151887042739,0,15,0,
roll_01,2026-01-17 00:00:00+00:00,2422.2099434294164,2.350528867835457,0,15,0,
roll_01,2026-01-17 01:00:00+00:00,2419.0737715843334,2.3454419462609875,0,15,0,
roll_01,2026-01-17 02:00:00+00:00,2397.090425719361,2.3097846028871314,0,15,0,
roll_01,2026-01-17 03:00:00+00:00,2408.5668939863613,2.328399620465853,0,15,0,
roll_01,2026-01-17 04:00:00+00:00,2987.1550890425,3.26687905257309,0,15,0,
roll_01,2026-01-17 05:00:00+00:00,3319.657065773777,3.806202649154637,0,15,0,
roll_01,2026-01-17 06:00:00+00:00,2391.335260368139,2.300449631388147,0,15,0,
roll_01,2026-01-17 07:00:00+00:00,2341.329542084556,2.2193395456693428,0,15,0,
roll_01,2026-01-17 08:00:00+00:00,2591.676535681584,2.6254064277596294,0,15,0,
roll_01,2026-01-17 09:00:00+00:00,876.2151453261389,0.1570997574321756,0,15,0,
roll_01,2026-01-17 10:00:00+00:00,1362.1403257086388,0.63107876267698,0,15,0,
roll_01,2026-01-17 11:00:00+00:00,851.023270576111,0.197961386672345,0,15,0,
roll_01,2026-01-17 12:00:00+00:00,375.1866214471667,0.9697761455389916,0,15,0,
roll_01,2026-01-17 13:00:00+00:00,1125.2122855051666,0.2467776405310972,0,15,0,
roll_01,2026-01-17 14:00:00+00:00,553.7227735364166,0.6801876125287851,0,15,0,
roll_01,2026-01-17 15:00:00+00:00,893.3163181295832,0.1293613779109913,0,15,0,
roll_01,2026-01-17 16:00:00+00:00,1082.6851535658332,0.1777979431010403,0,15,0,
roll_01,2026-01-17 17:00:00+00:00,1215.7402370096668,0.3936154454564664,0,15,0,
roll_01,2026-01-17 18:00:00+00:00,1466.154889960333,0.7997920721152073,0,15,0,
roll_01,2026-01-17 19:00:00+00:00,1078.6994199493888,0.1713330185608352,0,15,0,
roll_01,2026-01-17 20:00:00+00:00,1284.7492482649168,0.5055491804453476,0,15,0,
roll_01,2026-01-17 21:00:00+00:00,851.6801286406111,0.1968959522431354,0,15,0,
roll_01,2026-01-17 22:00:00+00:00,661.5588102037779,0.5052758128809182,0,15,0,
roll_01,2026-01-17 23:00:00+00:00,356.0791067192222,1.000768844187332,0,15,0,
roll_01,2026-01-18 00:00:00+00:00,409.1542958934167,0.9146800269235278,0,15,0,
roll_01,2026-01-18 01:00:00+00:00,386.80348134525,0.9509334104587076,0,15,0,
roll_01,2026-01-18 02:00:00+00:00,363.9506782922222,0.9880010274867098,0,15,0,
roll_01,2026-01-18 03:00:00+00:00,366.92154284288887,0.9831822370236472,0,15,0,
roll_01,2026-01-18 04:00:00+00:00,919.6470143296112,0.0866525618170286,0,15,0,
roll_01,2026-01-18 05:00:00+00:00,1696.4327096815832,1.1733064288295243,0,15,0,
roll_01,2026-01-18 06:00:00+00:00,1787.8514459331388,1.3215891010554877,0,15,0,
roll_01,2026-01-18 07:00:00+00:00,2221.478881947944,2.024939831980453,0,15,0,
roll_01,2026-01-18 08:00:00+00:00,1747.753539249222,1.2565496463708652,0,15,0,
roll_01,2026-01-18 09:00:00+00:00,1199.014191615,0.3664855286736609,0,15,0,
roll_01,2026-01-18 10:00:00+00:00,2696.399735123361,2.7952691549641413,0,15,0,
roll_01,2026-01-18 11:00:00+00:00,908.328997025861,0.1050105693646469,0,15,0,
roll_01,2026-01-18 12:00:00+00:00,1081.863576312389,0.1764653314770341,0,15,0,
roll_01,2026-01-18 13:00:00+00:00,2173.5554944418054,1.9472073205401663,0,15,0,
roll_01,2026-01-18 14:00:00+00:00,1035.234056645167,0.1008314946468829,0,15,0,
roll_01,2026-01-18 15:00:00+00:00,982.0105920020555,0.0145021721687422,0,15,0,
roll_01,2026-01-18 16:00:00+00:00,939.633989883972,0.0542333634509476,0,15,0,
roll_01,2026-01-18 17:00:00+00:00,1984.2611124879447,1.6401687642835652,0,15,0,
roll_01,2026-01-18 18:00:00+00:00,1779.6982078336666,1.3083644166827182,0,15,0,
roll_01,2026-01-18 19:00:00+00:00,1945.2175917344168,1.5768395406711084,0,15,0,
roll_01,2026-01-18 20:00:00+00:00,817.2623687095833,0.252722116811426,0,15,0,
roll_01,2026-01-18 21:00:00+00:00,1022.3695540110556,0.0799650628227226,0,15,0,
roll_01,2026-01-18 22:00:00+00:00,579.8006035581112,0.6378889494753947,0,15,0,
roll_02,2026-01-19 00:00:00+00:00,368.0171135468333,1.000906890553418,0,15,0,
roll_02,2026-01-19 01:00:00+00:00,370.43651664125,0.9974885343437904,0,15,0,
roll_02,2026-01-19 02:00:00+00:00,382.0239495386389,0.9811167386352364,0,15,0,
roll_02,2026-01-19 03:00:00+00:00,368.1878588306667,1.0006656458420249,0,15,0,
roll_02,2026-01-19 04:00:00+00:00,956.6022458266112,0.1692994389194809,0,15,0,
roll_02,2026-01-19 05:00:00+00:00,2097.5119466174724,1.4426831899045998,0,15,0,
roll_02,2026-01-19 06:00:00+00:00,2207.624277541472,1.598260063820017,0,15,0,
roll_02,2026-01-19 07:00:00+00:00,743.501432477222,0.4703879554509637,0,15,0,
roll_02,2026-01-19 08:00:00+00:00,1602.210022772833,0.7428748731664258,0,15,0,
roll_02,2026-01-19 09:00:00+00:00,401.86281383952775,0.9530865583269584,0,15,0,
roll_02,2026-01-19 10:00:00+00:00,799.5036943302779,0.3912627861063551,0,15,0,
roll_02,2026-01-19 11:00:00+00:00,764.1083921755,0.4412725390043547,0,15,0,
roll_02,2026-01-19 12:00:00+00:00,135.93812644077775,1.328809524276949,0,15,0,
roll_02,2026-01-19 13:00:00+00:00,227.14875664072224,1.199938719388106,0,15,0,
roll_02,2026-01-19 14:00:00+00:00,1951.074940760889,1.235783459370103,0,15,0,
roll_02,2026-01-19 15:00:00+00:00,806.2876032480555,0.3816778528523019,0,15,0,
roll_02,2026-01-19 16:00:00+00:00,738.6692789706944,0.4772152683460458,0,15,0,
roll_02,2026-01-19 17:00:00+00:00,1883.6500829357776,1.140519391153598,0,15,0,
roll_02,2026-01-19 18:00:00+00:00,1098.2935032161668,0.0308950597423142,0,15,0,
roll_02,2026-01-19 19:00:00+00:00,1096.4852710823889,0.0283402223292297,0,15,0,
roll_02,2026-01-19 20:00:00+00:00,852.2087300646944,0.316796242438141,0,15,0,
roll_02,2026-01-19 21:00:00+00:00,568.0186646560555,0.7183262218971206,0,15,0,
roll_02,2026-01-19 22:00:00+00:00,461.19813976011113,0.8692521281408585,0,15,0,
roll_02,2026-01-19 23:00:00+00:00,356.1728901926111,1.0176415035431088,0,15,0,
roll_02,2026-01-20 00:00:00+00:00,357.6195414715833,1.0155975409665323,0,15,0,
roll_02,2026-01-20 01:00:00+00:00,383.7339380009167,0.9787007089575408,0,15,0,
roll_02,2026-01-20 02:00:00+00:00,363.2547627211111,1.007635579772301,0,15,0,
roll_02,2026-01-20 03:00:00+00:00,365.0164142213889,1.0051465557816015,0,15,0,
roll_02,2026-01-20 04:00:00+00:00,1039.7831993372222,0.0517737030832603,0,15,0,
roll_02,2026-01-20 05:00:00+00:00,1994.0688999676115,1.2965292969570446,0,15,0,
roll_02,2026-01-20 06:00:00+00:00,2029.167694873528,1.3461201170208736,0,15,0,
roll_02,2026-01-20 07:00:00+00:00,2071.0094555605,1.4052380220926417,0,15,0,
roll_02,2026-01-20 08:00:00+00:00,1907.5549124286945,1.1742943427215198,0,15,0,
roll_02,2026-01-20 09:00:00+00:00,720.9783473233889,0.5022106509634456,0,15,0,
roll_02,2026-01-20 10:00:00+00:00,151.7976551743889,1.3064017168911448,0,15,0,
roll_02,2026-01-20 11:00:00+00:00,787.0186959797501,0.4089027452091635,0,15,0,
roll_02,2026-01-20 12:00:00+00:00,-140.12853059388888,1.7188620018997975,0,15,0,
roll_02,2026-01-20 13:00:00+00:00,90.30469802694444,1.3932846478084573,0,15,0,
roll_02,2026-01-20 14:00:00+00:00,1579.226911155389,0.7104022097663657,0,15,0,
roll_02,2026-01-20 15:00:00+00:00,1514.7609178625555,0.6193186987173294,0,15,0,
roll_02,2026-01-20 16:00:00+00:00,1201.4197669487778,0.1766013725182213,0,15,0,
roll_02,2026-01-20 17:00:00+00:00,753.0024936381111,0.456963978482294,0,15,0,
roll_02,2026-01-20 18:00:00+00:00,1059.3235259904168,0.0241653243442036,0,15,0,
roll_02,2026-01-20 19:00:00+00:00,2397.7932220235834,1.866948317442963,0,15,0,
roll_02,2026-01-20 20:00:00+00:00,1239.3215171065278,0.2301524667143456,0,15,0,
roll_02,2026-01-20 21:00:00+00:00,1097.120321607,0.0292374803798793,0,15,0,
roll_02,2026-01-20 22:00:00+00:00,532.8753846346667,0.7679798946418698,0,15,0,
roll_02,2026-01-20 23:00:00+00:00,374.928417115,0.9911419623678728,0,15,0,
roll_02,2026-01-21 00:00:00+00:00,373.7627816694167,0.9927888798132408,0,15,0,
roll_02,2026-01-21 01:00:00+00:00,382.08433273438885,0.9810314236777472,0,15,0,
roll_02,2026-01-21 02:00:00+00:00,365.3667726035,1.0046515370913105,0,15,0,
roll_02,2026-01-21 03:00:00+00:00,371.9783939987778,0.995310027565919,0,15,0,
roll_02,2026-01-21 04:00:00+00:00,1049.641280434889,0.037845295364435,0,15,0,
roll_02,2026-01-21 05:00:00+00:00,2165.628261214222,1.5389242121286757,0,15,0,
roll_02,2026-01-21 06:00:00+00:00,2007.6322741502224,1.3156928850617422,0,15,0,
roll_02,2026-01-21 07:00:00+00:00,1787.7926135424725,1.0050831025516758,0,15,0,
roll_02,2026-01-21 08:00:00+00:00,1396.283928898889,0.4519234631501092,0,15,0,
roll_02,2026-01-21 09:00:00+00:00,1012.9496219223612,0.0896866602892321,0,15,0,
roll_02,2026-01-21 10:00:00+00:00,755.3586427439723,0.4536349933514507,0,15,0,
roll_02,2026-01-21 11:00:00+00:00,53.140800646916695,1.445793235433296,0,15,0,
roll_02,2026-01-21 12:00:00+00:00,-768.0917536371389,2.606106458130132,0,15,0,
roll_02,2026-01-21 13:00:00+00:00,452.3195190723055,0.8817966637046633,0,15,0,
roll_02,2026-01-21 14:00:00+00:00,66.48684730938892,1.4269367077269683,0,15,0,
roll_02,2026-01-21 15:00:00+00:00,359.87914049975,1.0124049707052858,0,15,0,
roll_02,2026-01-21 16:00:00+00:00,3501.792804637556,3.426780921345926,0,15,0,
roll_02,2026-01-21 17:00:00+00:00,3139.28925536575,2.9146024168523947,0,15,0,
roll_02,2026-01-21 18:00:00+00:00,3084.578836987528,2.837302483316676,0,15,0,
roll_02,2026-01-21 19:00:00+00:00,3033.668790060889,2.7653720656670804,0,15,0,
roll_02,2026-01-21 20:00:00+00:00,2886.9925662115,2.558134345852067,0,15,0,
roll_02,2026-01-21 21:00:00+00:00,2551.3509306884166,2.0839088347548542,0,15,0,
roll_02,2026-01-21 22:00:00+00:00,2388.614872440278,1.853980297204984,0,15,0,
roll_02,2026-01-21 23:00:00+00:00,1967.8965871302496,1.2595506354374415,0,15,0,
roll_02,2026-01-22 00:00:00+00:00,387.7841801272222,0.972978152697733,0,15,0,
roll_02,2026-01-22 01:00:00+00:00,375.648988568,0.9901238724486991,0,15,0,
roll_02,2026-01-22 02:00:00+00:00,370.6715177761111,0.9971565030297542,0,15,0,
roll_02,2026-01-22 03:00:00+00:00,372.0987236639445,0.9951400146982518,0,15,0,
roll_02,2026-01-22 04:00:00+00:00,1036.0452877571945,0.0570549698924637,0,15,0,
roll_02,2026-01-22 05:00:00+00:00,1958.2742827319444,1.2459553548218296,0,15,0,
roll_02,2026-01-22 06:00:00+00:00,1980.8106362188057,1.2777967970610158,0,15,0,
roll_02,2026-01-22 07:00:00+00:00,1778.5049296098057,0.9919606046440066,0,15,0,
roll_02,2026-01-22 08:00:00+00:00,1415.566902312361,0.4791682294563705,0,15,0,
roll_02,2026-01-22 09:00:00+00:00,1170.112685329639,0.1323678352853912,0,15,0,
roll_02,2026-01-22 10:00:00+00:00,912.1677645943888,0.2320805791074388,0,15,0,
roll_02,2026-01-22 11:00:00+00:00,979.6024800058332,0.1368025831822642,0,15,0,
roll_02,2026-01-22 12:00:00+00:00,926.4931066359444,0.2118404124168202,0,15,0,
roll_02,2026-01-22 13:00:00+00:00,-104.81881332361114,1.6689731712334246,0,15,0,
roll_02,2026-01-22 14:00:00+00:00,1036.759236264139,0.0560462374833417,0,15,0,
roll_02,2026-01-22 15:00:00+00:00,1095.6600237501943,0.0271742366573936,0,15,0,
roll_02,2026-01-22 16:00:00+00:00,2940.7578966023334,2.63409897176675,0,15,0,
roll_02,2026-01-22 17:00:00+00:00,1509.757366554472,0.6122492191735321,0,15,0,
roll_02,2026-01-22 18:00:00+00:00,1902.4201895734168,1.167039531897494,0,15,0,
roll_02,2026-01-22 19:00:00+00:00,1073.8756977925275,0.0036046716120851,0,15,0,
roll_02,2026-01-22 20:00:00+00:00,1112.6407676563056,0.0511662004229636,0,15,0,
roll_02,2026-01-22 21:00:00+00:00,565.8491807108888,0.7213914692437751,0,15,0,
roll_02,2026-01-22 22:00:00+00:00,473.87890895927785,0.8513355658966997,0,15,0,
roll_02,2026-01-22 23:00:00+00:00,367.6513029880277,1.0014237415065008,0,15,0,
roll_02,2026-01-23 00:00:00+00:00,367.96108710394446,1.000986049887964,0,15,0,
roll_02,2026-01-23 01:00:00+00:00,369.3633806425278,0.9990047600250224,0,15,0,
roll_02,2026-01-23 02:00:00+00:00,364.6717208964722,1.0056335703557195,0,15,0,
roll_02,2026-01-23 03:00:00+00:00,368.5853674459444,1.0001040089463165,0,15,0,
roll_02,2026-01-23 04:00:00+00:00,1077.5376334153334,0.0015692493456762,0,15,0,
roll_02,2026-01-23 05:00:00+00:00,2595.650702010778,2.146499644336914,0,15,0,
roll_02,2026-01-23 06:00:00+00:00,2229.0674939791948,1.628557021046135,0,15,0,
roll_02,2026-01-23 07:00:00+00:00,1956.5605310417773,1.2435340081081043,0,15,0,
roll_02,2026-01-23 08:00:00+00:00,1820.3555307953327,1.0510910003888672,0,15,0,
roll_02,2026-01-23 09:00:00+00:00,2016.7762660696944,1.328612361618107,0,15,0,
roll_02,2026-01-23 10:00:00+00:00,1936.420994131,1.215079009758778,0,15,0,
roll_02,2026-01-23 11:00:00+00:00,1576.1195596841944,0.7060118565335513,0,15,0,
roll_02,2026-01-23 12:00:00+00:00,1707.01032054225,0.890946415886053,0,15,0,
roll_02,2026-01-23 13:00:00+00:00,2214.146590013028,1.607475389447122,0,15,0,
roll_02,2026-01-23 14:00:00+00:00,2195.8262186153333,1.581590676199248,0,15,0,
roll_02,2026-01-23 15:00:00+00:00,2527.9803929520835,2.050888779941461,0,15,0,
roll_02,2026-01-23 16:00:00+00:00,2048.975809514583,1.3741068513689143,0,15,0,
roll_02,2026-01-23 17:00:00+00:00,1253.307754251361,0.2499135146784895,0,15,0,
roll_02,2026-01-23 18:00:00+00:00,2022.5164028016115,1.3367225570985304,0,15,0,
roll_02,2026-01-23 19:00:00+00:00,1067.3991769345832,0.0127552986169972,0,15,0,
roll_02,2026-01-23 20:00:00+00:00,1046.436184157472,0.0423737514896862,0,15,0,
roll_02,2026-01-23 21:00:00+00:00,602.2876708927778,0.6699078039255948,0,15,0,
roll_02,2026-01-23 22:00:00+00:00,492.5538403097778,0.8249498975912932,0,15,0,
roll_02,2026-01-23 23:00:00+00:00,435.2853666092778,0.9058640880136226,0,15,0,
roll_02,2026-01-24 00:00:00+00:00,405.1807272819444,0.9483987036883222,0,15,0,
roll_02,2026-01-24 01:00:00+00:00,403.1378216736112,0.9512851094666916,0,15,0,
roll_02,2026-01-24 02:00:00+00:00,404.9479621853611,0.9487275757209018,0,15,0,
roll_02,2026-01-24 03:00:00+00:00,402.6522398849167,0.9519711842784898,0,15,0,
roll_02,2026-01-24 04:00:00+00:00,989.5879204678332,0.1226942303873468,0,15,0,
roll_02,2026-01-24 05:00:00+00:00,1683.9951601766388,0.858428471053742,0,15,0,
roll_02,2026-01-24 06:00:00+00:00,1902.018428271,1.1664718864125088,0,15,0,
roll_02,2026-01-24 07:00:00+00:00,2166.76233965375,1.5405265429204775,0,15,0,
roll_02,2026-01-24 08:00:00+00:00,2056.1787956731946,1.3842838956654906,0,15,0,
roll_02,2026-01-24 09:00:00+00:00,2110.409867789389,1.4609065645175596,0,15,0,
roll_02,2026-01-24 10:00:00+00:00,3130.832139515,2.90265342226333,0,15,0,
roll_02,2026-01-24 11:00:00+00:00,385.99203080291664,0.9755102668317762,0,15,0,
roll_02,2026-01-24 12:00:00+00:00,1016.1453970060834,0.0851713740075763,0,15,0,
roll_02,2026-01-24 13:00:00+00:00,1064.5741736199725,0.0167467242893061,0,15,0,
roll_02,2026-01-24 14:00:00+00:00,1858.781012173056,1.1053820704377555,0,15,0,
roll_02,2026-01-24 15:00:00+00:00,1831.2616717653889,1.06650020392097,0,15,0,
roll_02,2026-01-24 16:00:00+00:00,1060.0596002008333,0.0231253306971215,0,15,0,
roll_02,2026-01-24 17:00:00+00:00,992.9213029867224,0.1179845196083514,0,15,0,
roll_02,2026-01-24 18:00:00+00:00,1541.1415699855834,0.6565917212272565,0,15,0,
roll_02,2026-01-24 19:00:00+00:00,1286.9006860100278,0.2973767121679199,0,15,0,
roll_02,2026-01-24 20:00:00+00:00,640.4533153681945,0.6159838554574548,0,15,0,
roll_02,2026-01-24 21:00:00+00:00,584.3161862229999,0.695299577772183,0,15,0,
roll_02,2026-01-24 22:00:00+00:00,518.3547093412777,0.7884960461966446,0,15,0,
roll_02,2026-01-24 23:00:00+00:00,430.99813492583326,0.911921485014162,0,15,0,
roll_02,2026-01-25 00:00:00+00:00,377.7188413770555,0.987199393175618,0,15,0,
roll_02,2026-01-25 01:00:00+00:00,364.4423996903056,1.0059575765417526,0,15,0,
roll_02,2026-01-25 02:00:00+00:00,384.5271624152222,0.9775799682225524,0,15,0,
roll_02,2026-01-25 03:00:00+00:00,395.30640441158334,0.9623500592841144,0,15,0,
roll_02,2026-01-25 04:00:00+00:00,963.782436518,0.1591546021649683,0,15,0,
roll_02,2026-01-25 05:00:00+00:00,1696.815230154389,0.8765418503072597,0,15,0,
roll_02,2026-01-25 06:00:00+00:00,1659.7306816588614,0.8241453741171315,0,15,0,
roll_02,2026-01-25 07:00:00+00:00,2231.1363579284443,1.631480103166726,0,15,0,
roll_02,2026-01-25 08:00:00+00:00,2238.324116505972,1.6416356325299393,0,15,0,
roll_02,2026-01-25 09:00:00+00:00,2327.768168646222,1.7680104527297964,0,15,0,
roll_02,2026-01-25 10:00:00+00:00,3079.3561128761667,2.829923336188012,0,15,0,
roll_02,2026-01-25 11:00:00+00:00,1060.977643347722,0.0218282345252949,0,15,0,
roll_02,2026-01-25 12:00:00+00:00,1745.3068945306666,0.9450553536661516,0,15,0,
roll_02,2026-01-25 13:00:00+00:00,906.8727746182224,0.2395618301262191,0,15,0,
roll_02,2026-01-25 14:00:00+00:00,1490.25308828425,0.5846917729202883,0,15,0,
roll_02,2026-01-25 15:00:00+00:00,924.6930943503612,0.2143836360689801,0,15,0,
roll_02,2026-01-25 16:00:00+00:00,1936.265559235028,1.2148593969778134,0,15,0,
roll_02,2026-01-25 17:00:00+00:00,1053.6913190111388,0.0321230266989512,0,15,0,
roll_02,2026-01-25 18:00:00+00:00,1042.3809986754163,0.0481032921791923,0,15,0,
roll_02,2026-01-25 19:00:00+00:00,849.7813898698611,0.3202258129165105,0,15,0,
roll_02,2026-01-25 20:00:00+00:00,739.4192231492499,0.4761556779265927,0,15,0,
